key_titulo	titulo_en	key_descripcion	descripcion_en
cfp_searchbody_danger_outpost_title_001	Missing: ~mission(TargetName)	cfp_searchbody_danger_outpost_desc_001	Unfortunately, one of our community partners, ~mission(TargetName), has been missing for a few days. Their family contacted Citizens for Prosperity for help and I told them we would do what we could. That said, with so much time passed, I’m not too hopeful.\n\nWhatever their current state is, we're looking for someone to be our eyes on the ground for this one. There’s a strong chance that they were headed to ~mission(Location|Address), an area known to be very dangerous.\n\nIf you can track them down and confirm their status, one way or another, I’ll see that you’re properly compensated.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity
cfp_searchbody_nodanger_outpost_title_001	Missing: ~mission(TargetName)	cfp_searchbody_nodanger_outpost_desc_001	One of our people, ~mission(TargetName), was supposed to be doing some preliminary scouting work over at ~mission(Location|Address), but they never reported in. We’re hoping that they just ran into some bad luck, but too often out here even the smallest misstep can prove fatal.\n\nI’d appreciate someone heading that way and seeing if they can be located. It’d be great if you find them alive, but if not, some closure is the least we can do for their family.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity
civilian_localdelivery_holiday_title_001	Luminalia Present Delivery	LocalDelivery_desc	~mission(Contractor|LocalDeliveryDesc)
Covalex_courier_dc_small_title_001	Covalex Local Shipment Route	Covalex_courier_fromdc_large_desc_001	Hello,\n\nWe have a fairly sizeable shipment waiting in the ~mission(Pickup1) at ~mission(Pickup1|Address) that is ready to be delivered.\n\nWith this number of boxes to transport, it would probably be good to have an extra set of hands to help transfer everything on and off your ship.\n\nPACKAGES FOR PICK UP \n     · All Packages in the <EM4>~mission(Pickup1)</EM4> at <EM4>~mission(Pickup1|Address)</EM4>\n\nDROP OFF LOCATIONS (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to the <EM4>~mission(Dropoff1|Address)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> to the <EM4>~mission(Dropoff2|Address)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> to the <EM4>~mission(Dropoff3|Address)</EM4>\n     · Package <EM4>#~mission(Item4|SerialNumber)</EM4> to the <EM4>~mission(Dropoff4|Address)</EM4>\n     · Package <EM4>#~mission(Item5|SerialNumber)</EM4> to the <EM4>~mission(Dropoff5|Address)</EM4>\n     · Package <EM4>#~mission(Item6|SerialNumber)</EM4> to the <EM4>~mission(Dropoff5|Address)</EM4>\n     · Package <EM4>#~mission(Item7|SerialNumber)</EM4> to the <EM4>~mission(Dropoff6|Address)</EM4>\n     · Package <EM4>#~mission(Item8|SerialNumber)</EM4> to the <EM4>~mission(Dropoff6|Address)</EM4>\n     · Package <EM4>#~mission(Item9|SerialNumber)</EM4> to the <EM4>~mission(Dropoff7|Address)</EM4>\n     · Package <EM4>#~mission(Item10|SerialNumber)</EM4> to the <EM4>~mission(Dropoff7|Address)</EM4>\n     · Package <EM4>#~mission(Item11|SerialNumber)</EM4> to the <EM4>~mission(Dropoff8|Address)</EM4>\n     · Package <EM4>#~mission(Item12|SerialNumber)</EM4> to the <EM4>~mission(Dropoff8|Address)</EM4>\n     · Package <EM4>#~mission(Item13|SerialNumber)</EM4> to the <EM4>~mission(Dropoff9|Address)</EM4>\n     · Package <EM4>#~mission(Item14|SerialNumber)</EM4> to the <EM4>~mission(Dropoff9|Address)</EM4>\n     · Package <EM4>#~mission(Item15|SerialNumber)</EM4> to the <EM4>~mission(Dropoff9|Address)</EM4>\n\nBest of luck,\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\n\n\n\n\n\n\nCovalex Shipping is a limited liability corporation. By accepting this contract, you are agreeing to all terms and conditions as outlined in our extended 'Independent Workers Supplemental Information Guide v.2948.01.29.' Covalex Shipping is not responsible for any damages that occur while operating as an independent contractor.\n\n
Covalex_HaulCargo_AToB_Intro_title	Opportunity for Independent Cargo Hauler	Covalex_HaulCargo_AToB_Intro_desc	Earning such accolades as 'Imperial Finances' Top 10 Shipping Companies' and 'Delivery Digest's 2945's Most Trusted Transport,' Covalex is busier than ever. And that means more cargo going to more places. That's where you come in.  \n\nCovalex is looking for dependable and industrious pilots to join our expanding family. Do you have access to a ship that can hold <EM4>~mission(MissionMaxSCUSize) cargo containers</EM4>? Can you pass an Advocacy background check if required? Then a universe of opportunity is waiting for you. \n\nSimply complete an 'Evaluation Trial’ by picking up a shipment of <EM4>~mission(Item)</EM4> from a freight elevator at <EM4>~mission(Location|Address)</EM4> and successfully delivering it to a freight elevator at <EM4>~mission(Destination|Address)</EM4>.\n\nUpon satisfactory completion, you'll be eligible to become part of Covalex Shipping's vast network of independent transport specialists*.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\n\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\n\n\n\n\n\n\n*Covalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.
Covalex_HaulCargo_AToB_Rehire_title	Covalex Cargo Hauling Re-evaluation	Covalex_HaulCargo_AToB_Rehire_desc	Hey,\n\nHave a bit of good news for you. Covalex recently finished an evaluation of our contractor pool, and decided to reconsider your status as a cargo hauler. To requalify, all you need is to successfully complete the following delivery.\n\nPick up <EM4>~mission(Item)</EM4> from a freight elevator at <EM4>~mission(Location|Address)</EM4> and deliver it to a freight elevator at <EM4>~mission(Destination|Address)</EM4>. In order to complete this haul in a fast and efficient manner, you'll need a ship that can haul <EM4>~mission(MissionMaxSCUSize) cargo containers</EM4>.\n\nHopefully everything goes smoothly so we can welcome you back to the team.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\n\n\n\n\n\n\nCovalex Shipping is a limited liability corporation. To encourage timely deliveries and prevent fraud on cargo hauls, Covalex Shipping will set a delivery time limit and upon expiration, any undelivered cargo will be considered stolen and treated as such. Total payment will be prorated according to the percentage of cargo successfully delivered.
Covalex_internaldelivery_dc_title_001	Covalex Package Handler	Covalex_internaldelivery_dc_desc_005	Hi,\n\nThere’s a whole heap of packages over at <EM4>~mission(Location|Address)</EM4> that need to be carted around the facility to their proper storage place. Would mean a lot if you could personally see to it all getting sorted.\n\nPACKAGES FOR PICK UP (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> from the <EM4>~mission(Pickup1)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> from the <EM4>~mission(Pickup2)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> from the <EM4>~mission(Pickup3)</EM4>\n     · Package <EM4>#~mission(Item4|SerialNumber)</EM4> from the <EM4>~mission(Pickup4)</EM4>\n     · Package <EM4>#~mission(Item5|SerialNumber)</EM4> from the <EM4>~mission(Pickup5)</EM4>\n     · Package <EM4>#~mission(Item6|SerialNumber)</EM4> from the <EM4>~mission(Pickup6)</EM4>\n\nDROP OFF LOCATIONS (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to the <EM4>~mission(Dropoff1)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> to the <EM4>~mission(Dropoff2)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> to the <EM4>~mission(Dropoff3)</EM4>\n     · Package <EM4>#~mission(Item4|SerialNumber)</EM4> to the <EM4>~mission(Dropoff4)</EM4>\n     · Package <EM4>#~mission(Item5|SerialNumber)</EM4> to the <EM4>~mission(Dropoff5)</EM4>\n     · Package <EM4>#~mission(Item6|SerialNumber)</EM4> to the <EM4>~mission(Dropoff6)</EM4>\n\n\nReally appreciate all you do,\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\n\n\n\n\n\n\nCovalex Shipping is a limited liability corporation. By accepting this contract, you are agreeing to all terms and conditions as outlined in our extended 'Independent Workers Supplemental Information Guide v.2948.01.29.' Covalex Shipping is not responsible for any damages that occur while operating as an independent contractor.\n
Covalex_LocalDelivery_title_01	Covalex Local Delivery Route	Covalex_LocalDelivery_desc_01	Hi there!\n\nJust got a local delivery that we need taken care of, if you're available. \n\nPACKAGE FOR PICK UP\n     · Package <EM4>#~mission(item1|serialnumber)</EM4> from <EM4>~mission(Pickup1|Address)</EM4>\n\nDROP OFF LOCATION\n     · Package <EM4>#~mission(item1|serialnumber)</EM4> to <EM4>~mission(Dropoff1|Address)</EM4>\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\n~mission(Contractor|SignOff)\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\n\n\n\n\n\n\nCovalex Shipping is a limited liability corporation. By accepting this contract, you are agreeing to all terms and conditions as outlined in our extended 'Independent Workers Supplemental Information Guide v.2948.01.29.' Covalex Shipping is not responsible for any damages that occur while operating as an independent contractor.
Covalex_LocalDelivery_title_intro	Covalex Evaluation	Covalex_LocalDelivery_desc_intro	Hi there!\n\nCovalex is currently on the lookout for new delivery contractors. To see if you're Covalex material or not, we've arranged for the below delivery route as evaluation of your skills.\n\nPACKAGE FOR PICK UP\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> from <EM4>~mission(Pickup1|Address)</EM4>\n\nDROP OFF LOCATION\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to <EM4>~mission(Dropoff1|Address)</EM4>\n\nSuccessfully completing this run will certify you as an official Covalex contractor.\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\n~mission(Contractor|SignOff)\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\n\n\n\n\n\n\nCovalex Shipping is a limited liability corporation. By accepting this contract, you are agreeing to all terms and conditions as outlined in our extended 'Independent Workers Supplemental Information Guide v.2948.01.29.' Covalex Shipping is not responsible for any damages that occur while operating as an independent contractor.
Covalex_LocalDelivery_title_rehire	Covalex Re-evaluation	Covalex_LocalDelivery_desc_rehire	Hi,\n\nSince Covalex has been suffering from an abundance of deliveries and a lack of contractors, I was able to convince administration to reconsider your status. All you have to do is successfully complete the following delivery and you're back in the rotation.\n\nPACKAGES FOR PICK UP (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> from the <EM4>~mission(Pickup1|Address)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> from the <EM4>~mission(Pickup2|Address)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> from the <EM4>~mission(Pickup3|Address)</EM4>\n\nDROP OFF LOCATIONS (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to the <EM4>~mission(Dropoff1|Address)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> to the <EM4>~mission(Dropoff2|Address)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> to the <EM4>~mission(Dropoff3|Address)</EM4>\n\nBy the way, we strongly encourage contractors to bring a <EM4>handheld tractor beam</EM4> along.   \n\nGood luck. It'd be great to have you on the roster again.\n\nChase Hewitt\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'\n\n\n\n\n\n\n\nCovalex Shipping is a limited liability corporation. By accepting this contract, you are agreeing to all terms and conditions as outlined in our extended 'Independent Workers Supplemental Information Guide v.2948.01.29.' Covalex Shipping is not responsible for any damages that occur while operating as an independent contractor.
